# TODO: Translate to Simplified Chinese
# Source: voice_us.txt
# Format: "KEY": "Chinese translation"
# Total entries: 16797

"HASH_B9F9F000": "也许待会儿吧，行吗？"
"HASH_FF75F019": "嗯哼。"
"HASH_E3D9B419": "自己对付不了我，是吧？"
"HASH_74A46019": "此刻，你要么成为人类的救世主，要么成为彻底的毁灭者。"
"HASH_9C902019": "要在清单上加随便约吗？"
"HASH_CAA08819": "行，把这些守卫清掉。"
"HASH_5BFAA419": "那你有什么想法？"
"HASH_DAE38019": "看来齐尼亚克有点坐不住了。"
"HASH_AC823C19": "删除"
"HASH_F8FD7819": "你猜，金吉。"
"HASH_68212019": "盯紧更多的齐恩人。他们现在转为攻势了。"
"HASH_97D5681A": "我就知道，我去求圣徒帮忙时他们不会信我。奥列格恨我把他变成了科学展上的项目，泽莫斯还在为那辆小马车的事怄气，皮尔斯从来懒得记我的名字，而莎蒂是个记仇的婊子。不过这些都无所谓——老大还是懂复仇之道的。"
"HASH_4907BC1A": "等等，你不知道吗？"
"HASH_155A5C1A": "好多了。"
"HASH_6D40301A": "好了，我到了——他们这儿还弄了个男妓……"
"HASH_FE88101A": "来啊。来啊。"
"HASH_A81D3C1A": "老大当年可硬核多了。硬是把圣徒从坟里拉了回来。谁来都不给面子。尤其是兄弟会、浪人组和撒麦迪之子。嘿，挡道的家伙全都倾家荡产，可不是丢条命这么简单。不过，卡洛斯的事真是可惜了。他是个好孩子。"
"HASH_31B0081A": "想说什么就说吧，C.I.D.……"
"HASH_F1A76C1A": "日子终于有盼头了！"
"HASH_1934C41A": "删除"
"HASH_FD80FC1A": "*叹气* 那么他在哪儿？"
"HASH_20CC881A": "呃，好吧。现在基普里亚教团也在追杀夜刃了？"
"HASH_AF70AC1A": "跟我猜的一样。"
"HASH_DCBAF41A": "是啊，这些年来他们确实改进了不少。"
"HASH_48F3681A": "阿莎，那盏灯有家人的……"
"HASH_CDF41C1A": "天哪。"
"HASH_FFD5B01A": "基思，听我说！"
"HASH_8BC6181A": "那告诉我这是怎么回事。"
"HASH_CDC7B01B": "你变了太多。"
"HASH_1172EC1B": "我的天，看看那东西的个头——！"
"HASH_68DD281B": "好吧，我想该轮到皮尔斯了。"
"HASH_17A28C1B": "我是该死的总统。"
"HASH_B660D01B": "终于！"
"HASH_597A101B": "我一直在想给咱们这艘船起个名字。既然你在地球上是用我姐姐安吉拉的样貌立雕像的，那就叫它圣中之圣吧。算是对她的一种致敬。"
"HASH_FF6D781B": "太好了。"
"HASH_ECD6301B": "干掉那辆车会弄坏上面的东西吗？"
"HASH_D7C9001B": "莎蒂，你呢？"
"HASH_7B1AD41B": "我想把你握在手里……"
"HASH_1868441B": "马特……"
"HASH_1D552C1B": "你们俩都是失败者。一个军情六处特工试图弥补一个又一个错误，一个四处投毒的反社会者。"
"HASH_4699A41B": "安东尼奥死了。副之王帮完了。"
"HASH_3F9FCC1B": "嘿。我也不是。"
"HASH_8FF72C1C": "咱们把毒瘤放倒，让它倒在街头流血。"
"HASH_E1E9981C": "你会对我另眼相看……"
"HASH_136BC41C": "你有什么主意？"
"HASH_B2EEB01C": "金吉，我刚想到一个可怕的可能。要是这个传送门开始涌出那个困住我的鬼地方的家伙怎么办？"
"HASH_D4A8D41C": "干得好金吉！"
"HASH_1A9BB41C": "得承认，老大刚入伙的时候我并不看好他。以为他撑不过入册礼，更别说帮忙拿下斯蒂尔沃特了。见鬼，他那时候连话都不怎么讲。可经过副之王那档子事，我就知道我们摊上了一个了不得的圣徒。老大没什么办不到的。"
"HASH_421CD41C": "好观点。所以怎样了？"
"HASH_5939701C": "搞定了，金吉。"
"HASH_9451A01C": "你。死。定。了。"
"HASH_E38E001C": "别忘了还要把黑客们从比白袜更惨的命运里救出来。"
"HASH_0393F81C": "别碰我的雕像！"
"HASH_21598C1C": "她要是来凑热闹，可不是好兆头。"
"HASH_ABB5E41C": "天哪，他疯了！"
"HASH_1486A01C": "看来为了报复你把他干净的监狱搞得一团糟，齐尼亚克正从另一个模拟往里灌敌对帮派。"
"HASH_720BC01C": "我一直在看着你。"
"HASH_E3B5141C": "我看没那么简单。"
"HASH_4217F01C": "好吧，这真要让人发疯了……"
"HASH_90E3701C": "啊，操蛋……"
"HASH_A5A8A81C": "用什么？"
"HASH_1D95BC1C": "我们需要一条更大的船……"
"HASH_F50A801C": "可惜有趣不在其中。"
"HASH_313E4C1D": "我想等我们自由了，得把飞船移到新的藏身处。安全的地方……"
"HASH_7E53741D": "你绷得太紧了。"
"HASH_CB05DC1D": "为什么不呢？"
"HASH_8477801D": "那就让我帮你松一松，嗯？"
"HASH_12CF481D": "金吉没事吧？"
"HASH_33914C1D": "马特，如果这话管用的话……"
"HASH_F29F281D": "听着，你是我的老大。我就是不能让这种关系被毁掉。"
"HASH_61D6E01D": "好了，你们俩跟我来。轮到你们发光了。"
"HASH_0690541D": "那我们就不给她这个机会。"
"HASH_B7D9741D": "行。我去弄辆车。"
"HASH_509D941D": "这些家伙以为他们能跑到哪儿去？"
"HASH_D5527C1D": "……不。"
"HASH_8A21F41D": "等等。邪恶双胞胎？"
"HASH_2E3D801D": "杀人机器人？哦，哇。"
"HASH_FE82C41D": "来点汤勺行动怎么样。"
"HASH_24B6F41E": "不行。洗脑太深了，我得把他打醒。"
"HASH_2FCD101E": "金吉，亲爱的，你太紧张了。不会有事的。"
"HASH_857C241E": "来吧！"
"HASH_1B7CE81E": "那「喽啰军团」在哪呢？"
"HASH_4C08C41E": "阿莎让你建了多少个模拟？"
"HASH_F85A701E": "只要我杀够了你们，就能搭座梯子回地球！"
"HASH_C8764C1E": "本让我录他的有声书。他知道地球已经炸没了吧？"
"HASH_BA93741E": "圣徒才是这个模拟世界的主人。让我们提醒齐恩人这一点。"
"HASH_555F141E": "约翰尼，你玩得开心吗？"
"HASH_0737201E": "对。"
"HASH_5E702C1E": "天哪……"
"HASH_C7C6E81F": "就……就走。你知道的，穿过我做的那几道门。呃啊！"
"HASH_86243C1F": "什么？！"
"HASH_6B60F01F": "*叹气* 你自找的……"
"HASH_CD458C1F": "加分靶真是挨了不少打。"
"HASH_8939681F": "我知道你以前做过病毒注入，但这真的能锤炼人物成长！"
"HASH_858E3C1F": "别进去，约翰尼。"
"HASH_78646C1F": "天哪，我想吐……"
"HASH_95755C1F": "我踩过那些闪光的灯了，现在可以帮我干掉齐尼亚克了吗？"
"HASH_3800EC1F": "她还有呼吸。"
"HASH_0BA3681F": "女人是支撑体系。确保家庭需求得到满足是她们的职责。养育顺从的孩子、尊重长辈、接受她们未来在世界中的角色，都落在她们肩上。"
"HASH_9D02401F": "弗莱克尔碧池斯出击！"
"HASH_68BBA020": "你不会要教我下棋吧？"
"HASH_79D19420": "我从未怀疑过你，莎蒂！"
"HASH_D3E08C20": "呃，搞什么..."
"HASH_D5BF2020": "你该不会有什么办法把这个机器人弄进门里吧？"
"HASH_62138020": "马特，快退回来！"
"HASH_D8320C20": "在前往大反派途中遇袭。干得漂亮，马特。冲突升级得真好。"
"HASH_6CD78020": "金吉，态度好点。不过说真的，这到底怎么回事？"
"HASH_291BD420": "那这场比赛是谁安排的？"
"HASH_56DF5020": "是啊……一个疯狂又充斥着杀戮的宠物店……"
"HASH_1BF46420": "他要广播塔干什么？"
"HASH_046D4820": "那一定很爽吧……"
"HASH_0270F020": "我就知道源鬼不会差太远。"
"HASH_DB279C20": "没问题，C.I.D.。"
"HASH_E4D49C20": "你真是在硬凑……"
"HASH_D44AD820": "这是个好计划吗？"
"HASH_2FFF3421": "你们两个都进来！"
"HASH_D772CC21": "大部分活都是我在干。"
"HASH_E0DC3421": "马上办。"
"HASH_F64EF421": "等等，看那个金色的漂浮机器人。我觉得它控制着这里的安保程序。"
"HASH_F981B821": "充满电了。接下来呢？"
"HASH_81578821": "我很不爽，莎蒂……"
"HASH_A868F021": "删除"
"HASH_38FEFC21": "谢谢你解释清楚，马特。"
"HASH_77DD0021": "操。这里还能不能有一件事顺顺当当？"
"HASH_22AF3421": "HUB在哪？"
"HASH_2B68CC21": "继续前进，我们不会让他跑掉的。"
"HASH_B381F821": "这附近肯定有什么东西，金吉！"
"HASH_BE8AB821": "她正用某种病毒腐化人们，把他们都变成她的性交易劳工。马特已经想出办法阻止，等办完这事，我们就必须彻底解决塔尼娅。"
"HASH_67D2F421": "冷静点，姑娘，我没什么恶意。"
"HASH_5BEC3C21": "相信我，那不是个好主意。"
"HASH_D73A1C21": "你这话什么意思？"
"HASH_4153D821": "你需要一个制高点。到对面那个屋顶去。"
"HASH_1BEE5821": "你他妈是谁，我他妈怎么在这儿？"
"HASH_D0934421": "那可不是好兆头。"
"HASH_E18FF422": "那不是我平时的风格。"
"HASH_E3D97022": "天哪，你看看那玩意儿多大？"
"HASH_2996A022": "我现在在问。"
"HASH_4FEBE822": "莎蒂，实话实说吧。我更担心的是金吉把你的传送门连上之后，我们会撞上什么。"
"HASH_843F2822": "什么意思，挣脱？"
"HASH_03BA4822": "奖品室！不错。"
"HASH_2EFAB022": "现在我们是人类仅存的希望了。对圣徒来说这是份天大的重担。我知道我们是要复仇，但也不能忘了我们是为了那几十亿人而战。"
"HASH_A588D822": "金吉好像没什么意见。"
"HASH_950E9022": "那我得到了什么？传送？激光眼？骨爪？"
"HASH_3CBC9022": "一切都还好吗？"
"HASH_6DD9CC22": "操，兄弟，全乱套了。听着，我正想享受这一刻，别毁了它。我只是想说，当你被迫把一生中最操蛋的事重复体验一百万次，你不由自主会觉得自己……变了。"
"HASH_3EFEB822": "那咱们就上？"
"HASH_20DDA422": "我到底在看什么？"
"HASH_F5DC9822": "我通常不好这口，但管他呢，我奉陪。"
"HASH_0BF6F822": "哦，我差点以为这跟他袭击美国有关。"
"HASH_D84EAC22": "伙计。"
"HASH_AD696022": "相信我。你会喜欢的。"
"HASH_34573022": "朱利乌斯把我安插进罗勒帮是步妙棋。我们需要情报，而我是圣徒里唯一的改装高手。当时在唐尼的店里策划那次营救，我就知道自己入了伙。普赖斯欠我一个人情，因为我救了他的好兄弟，他从来都没有怀疑过我。不过我大概该多留个心眼，别那么频繁地往老大那儿递情报……"
"HASH_561DDC22": "哦吼，齐尼亚克。希望你准备好迎接我了。"
"HASH_63B2E422": "我怎么知道军情六处到头来会给我提供庇护，就为了把我跟他们特工凑成一对？我是说，我和阿莎相处得不错，可现在我得跟政府合作而不是对抗了。这通常不合我的口味。不过我想，总比被圣徒或基尔班追杀要好。我只要管住自己别惹毛一个训练有素的杀手就行了。"
"HASH_27496823": "当然，有何不可。"
"HASH_ECE14423": "一点？"
"HASH_F7AFD423": "我来关协议，你保护我。"
"HASH_FED27023": "耶——！"
"HASH_9B5CF023": "也许C.I.D.……也许吧。"
"HASH_67D1CC23": "金吉，皮尔斯在哪？"
"HASH_6809B423": "是电视台要求你去的，乔什。这跟我没关系。"
"HASH_92711023": "你死定了，俊一！"
"HASH_18234423": "这到底是什么地方……"
"HASH_880D1823": "玩家，这是我最好的作品。我想当面感谢你。"
"HASH_43B96C23": "但离这儿不远还有一个牢房。"
"HASH_EAD5C023": "那他妈是什么东西？"
"HASH_4D899023": "金吉有她的任务，你有你的事要做。你们俩不是应该配合得像上了油的机器一样吗？"
"HASH_B296F423": "DJ马特·米勒！没错，兄弟。"
"HASH_EB462423": "你能把所有这些帮派追溯到他身上，对吧？你能找到他的模拟？"
"HASH_5E5A0823": "我就知道。那是盖特。"
"HASH_28219823": "皮尔斯，你介意给我解释下这怎么回事吗？"
"HASH_CA9B8C23": "好，说得有道理。"
"HASH_A43BD023": "你是个万事通机器人：我们要怎么关掉这些继电器？"
"HASH_B722AC23": "再说一遍？"
"HASH_45F0E423": "回头见。"
"HASH_35B33423": "新闻秘书女士，听起来妙极了。"
"HASH_6B5A2023": "天哪，多好的梦。"
"HASH_597DB024": "删除"
"HASH_59807424": "希望能把他叫醒……他是找到我朋友的唯一希望……"
"HASH_84D86024": "我知道。"
"HASH_34F8F424": "说实话，我找不到把它打开的办法。"
"HASH_F9D4B424": "上吧。跳！"
"HASH_CE2DA424": "我们快到了！该死，看看这些该死的浪人！把他们干掉。"
"HASH_0076D824": "金吉，我做到了！"
"HASH_ECFA7C24": "不假。我要加入。"
"HASH_503DA424": "没问题……"
"HASH_138F9824": "前面还有什么障碍吗，金吉？"
"HASH_B13A6424": "我愿意试试，C.I.D.，但我更想把护盾整个拆掉。"
"HASH_A86C1C24": "这里的规矩就是这样。"
"HASH_166E2024": "马特，我怎么不能说脏话了？"
"HASH_4306F824": "到底在哪……"
"HASH_A91EDC24": "一把枪？哦。一把枪。耶。"
"HASH_95F6F824": "看起来是能用冰息冻结人和物体的能力。"
"HASH_1A810824": "不骗你，金吉。你有点吓到我了。"
"HASH_B009AC24": "好，我喜欢这说法。你需要什么？"
"HASH_00670424": "他妈的当然做到了。"
"HASH_868F6025": "都就绪了。"
"HASH_41BE0825": "别怪人质。赶紧修好它。"
"HASH_0AFC8025": "那个C.I.D.真是个奇怪的家伙，对吧？"
"HASH_17449825": "删除"
"HASH_B3400025": "废话。"
"HASH_8B6C7C25": "好吧。看来就这样了。"
"HASH_DD254425": "我觉得我做到了。"
"HASH_A9929425": "我们本可以直接冲着他去，或者——"
"HASH_D5992025": "你对金吉还不太了解，是吧？"
"HASH_75052025": "嘿。我是美国总统。"
"HASH_060E9425": "这些数据团好像是模拟世界出于某种原因遗留的零散代码。目前我只能定位到一小部分，而且很难锁定它们。一旦你进入某个数据团的大致区域，我应该能指引你到它的位置。"
"HASH_03AF1425": "好点了吗？"
"HASH_AA860C25": "听着，金吉？盖特和我已经到位了，但不确定该从哪里开始搜寻。"
"HASH_2E82DC25": "那看起来真壮观……"
"HASH_1C0D7C25": "哇，那东西凭空冒出来的。"
"HASH_4E7E0C25": "齐尼亚克的飞船看起来不太行了啊……"
"HASH_C3127426": "听起来太棒了！"
"HASH_0AB50426": "为什么齐恩的工程师这么蠢？"
"HASH_85CBF826": "我猜这是件坏事？"
"HASH_3E527826": "基思出什么事了？"
"HASH_3E1D8826": "皮尔斯为什么对合唱这么着迷？他总是要二重唱。我不喜欢这样。"
"HASH_5A7C1026": "那这个基普利亚教团又是什么？我不是夜刃的忠实粉丝。"
"HASH_64D28026": "所以地球上还有人留下。这消息不赖。"
"HASH_7B468026": "金吉，我们需要找个地方躲一躲，想个计划。"
"HASH_0070DC26": "作为地球上仅存的世界领袖，我在此把夜刃作品的各项权利、头衔、授权及周边版权一并授予你。"
"HASH_ED47D826": "好吧，让我们看看那个叫什么的家伙能干什么。"
"HASH_2C35E026": "要是我能把自己扔过去，这事就简单多了。"
"HASH_B87CBC26": "嗯。约翰尼比我想象中矮了不少。"
"HASH_DF177426": "这应该会很有意思……"
"HASH_3AF7C826": "你说谁是跟班，女士？"
"HASH_1CA74027": "金吉，我都快感动哭了。"
"HASH_023F3027": "你说谁是跟班，女士？"
"HASH_39D8A827": "就是炸药和化学品，女士。你还想知道什么？"
"HASH_BE6DCC27": "干得好，金吉。"
"HASH_0CED4427": "在阿莎·奥德卡帮我们拯救了整个该死的国家之前我对她了解不多，但这些年下来，我认识到她是我见过最好的士兵之一。如果我要打倒齐尼亚克，我要她在我队伍里。"
"HASH_B9821827": "删除"
"HASH_4487C027": "我一直知道圣徒野心勃勃，但我从没想过他们会住进白宫。老大打电话给我说没我不行的时候，我怎么拒绝呢。我还以为自己能当上副总统呢，不过看来基思抢先了一步。不过，给总统当幕僚长自然也有不少好处。对一个阳光谷花园长大的孩子来说，已经不错了。"
"HASH_83846427": "继续打！我在这儿！"
"HASH_69411027": "天哪……什么……喔……"
"HASH_FF732827": "确实如此，鲍比。戏剧、喜剧、悲情，还有成桶的血。这一切造就了这项甜蜜的运动。"
"HASH_63935C27": "我该找灯来打，还是直接杀这些人就行？"
"HASH_77325027": "过热了！过去给他降温！"
"HASH_CA3DA027": "盖特！让我先进去！"
"HASH_D5122427": "对，这回我站皮尔斯这边。"
"HASH_F008AC27": "好了，莎蒂，我们先去端一个你说的那种交易。"
